Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
NG-K-3001,Nigeria,Kitchen,Double Door Fridge,1794768,NGN,Model: Double Rev-9; Power: 793W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 10%; Batch: B-667; Location: Nigeria.
RW-A-3663,Rwanda,Automotive,Luxury Coupe,1926189,RWF,Model: Luxury Rev-10; Power: 454W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 10%; Batch: B-936; Location: Rwanda.
NG-O-3664,Nigeria,Office,Scan Elite 50,43537,NGN,Model: Scan Rev-2; Power: 654W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 8%; Batch: B-393; Location: Nigeria.
GH-A-3665,Ghana,Automotive,All-Terrain 4x4,27119,GHS,Model: All-Terrain Rev-4; Power: 322W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 34%; Batch: B-341; Location: Ghana.
NL-K-3666,Netherlands,Kitchen,Double Door Fridge,1118,EUR,Model: Double Rev-1; Power: 761W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 9%; Batch: B-958; Location: Netherlands.
IC-O-3667,Ivory Coast,Office,Whiteboard Magnetic,2436130,XOF,Model: Whiteboard Rev-4; Power: 112W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 6%; Batch: B-636; Location: Ivory Coast.
CM-K-3668,Cameroon,Kitchen,Dishwasher Silent,1420576,XAF,Model: Dishwasher Rev-9; Power: 2240W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 19%; Batch: B-228; Location: Cameroon.
IC-A-3669,Ivory Coast,Automotive,Electric Scooter,210115,XOF,Model: Electric Rev-2; Power: 1113W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 21%; Batch: B-193; Location: Ivory Coast.
RW-A-3670,Rwanda,Automotive,Luxury Coupe,3091902,RWF,Model: Luxury Rev-8; Power: 969W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 23%; Batch: B-590; Location: Rwanda.
RW-K-3671,Rwanda,Kitchen,Microwave Oven,750746,RWF,Model: Microwave Rev-6; Power: 1319W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 24%; Batch: B-841; Location: Rwanda.
IN-E-3672,India,Electronics,Wireless Noise-Canceling Headphones,37626,INR,Model: Wireless Rev-8; Power: 237W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 19%; Batch: B-214; Location: India.
IC-A-3673,Ivory Coast,Automotive,All-Terrain 4x4,2499289,XOF,Model: All-Terrain Rev-3; Power: 581W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 7%; Batch: B-162; Location: Ivory Coast.
GH-E-3674,Ghana,Electronics,Smart Watch Elite,10723,GHS,Model: Smart Rev-4; Power: 621W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 31%; Batch: B-954; Location: Ghana.
NG-O-3675,Nigeria,Office,Projector 4K,1601297,NGN,Model: Projector Rev-3; Power: 1626W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 11%; Batch: B-535; Location: Nigeria.
ZA-E-3676,South Africa,Electronics,4K Ultra Monitor,58743,ZAR,Model: 4K Rev-6; Power: 1183W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 15%; Batch: B-106; Location: South Africa.
UG-E-3677,Uganda,Electronics,Digital Camera 4K,2950381,UGX,Model: Digital Rev-2; Power: 1913W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 3%; Batch: B-971; Location: Uganda.
UG-O-3678,Uganda,Office,HD Web Camera,12392307,UGX,Model: HD Rev-4; Power: 1501W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 33%; Batch: B-248; Location: Uganda.
RW-O-3679,Rwanda,Office,Whiteboard Magnetic,672694,RWF,Model: Whiteboard Rev-2; Power: 828W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 6%; Batch: B-935; Location: Rwanda.
UG-K-3680,Uganda,Kitchen,Microwave Oven,16290488,UGX,Model: Microwave Rev-3; Power: 1304W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 15%; Batch: B-947; Location: Uganda.
GH-E-3681,Ghana,Electronics,Nova Phone Z,14732,GHS,Model: Nova Rev-7; Power: 1157W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 6%; Batch: B-553; Location: Ghana.
UG-O-3682,Uganda,Office,Mechanical RGB Keyboard,14474324,UGX,Model: Mechanical Rev-7; Power: 941W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 20%; Batch: B-504; Location: Uganda.
RW-F-3683,Rwanda,Furniture,King Size Bed Frame,2804791,RWF,Model: King Rev-7; Power: 1306W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 8%; Batch: B-158; Location: Rwanda.
UG-E-3684,Uganda,Electronics,Digital Camera 4K,17752278,UGX,Model: Digital Rev-7; Power: 1116W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 4%; Batch: B-656; Location: Uganda.
UG-E-3685,Uganda,Electronics,Apex Smart Tab,3043071,UGX,Model: Apex Rev-4; Power: 126W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 23%; Batch: B-384; Location: Uganda.
ZA-E-3686,South Africa,Electronics,External SSD 2TB,24792,ZAR,Model: External Rev-4; Power: 1453W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 19%; Batch: B-237; Location: South Africa.
CM-K-3687,Cameroon,Kitchen,Air Fryer Pro,517174,XAF,Model: Air Rev-8; Power: 1143W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 29%; Batch: B-910; Location: Cameroon.
GH-F-3688,Ghana,Furniture,Zenith Standing Desk,11499,GHS,Model: Zenith Rev-9; Power: 1962W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 23%; Batch: B-943; Location: Ghana.
ZA-E-3689,South Africa,Electronics,Digital Camera 4K,12366,ZAR,Model: Digital Rev-2; Power: 1886W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 4%; Batch: B-530; Location: South Africa.
ZA-E-3690,South Africa,Electronics,Digital Camera 4K,47915,ZAR,Model: Digital Rev-2; Power: 596W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 23%; Batch: B-367; Location: South Africa.
NL-O-3691,Netherlands,Office,Projector 4K,2610,EUR,Model: Projector Rev-2; Power: 139W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 3%; Batch: B-277; Location: Netherlands.
NG-E-3692,Nigeria,Electronics,Steinberg ProBook X1,3542769,NGN,Model: Steinberg Rev-9; Power: 746W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 16%; Batch: B-812; Location: Nigeria.
IC-K-3693,Ivory Coast,Kitchen,Turbo-Blend 500,128097,XOF,Model: Turbo-Blend Rev-8; Power: 407W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 15%; Batch: B-918; Location: Ivory Coast.
GH-K-3694,Ghana,Kitchen,Double Door Fridge,18111,GHS,Model: Double Rev-7; Power: 422W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 5%; Batch: B-596; Location: Ghana.
IN-E-3695,India,Electronics,Wireless Noise-Canceling Headphones,193575,INR,Model: Wireless Rev-8; Power: 2152W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 5%; Batch: B-323; Location: India.
NL-A-3696,Netherlands,Automotive,Electric Scooter,2552,EUR,Model: Electric Rev-8; Power: 900W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 17%; Batch: B-885; Location: Netherlands.
KE-O-3697,Kenya,Office,Scan Elite 50,246737,KES,Model: Scan Rev-10; Power: 515W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 4%; Batch: B-158; Location: Kenya.
IC-E-3698,Ivory Coast,Electronics,Apex Smart Tab,369898,XOF,Model: Apex Rev-1; Power: 1294W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 14%; Batch: B-927; Location: Ivory Coast.
CM-K-3699,Cameroon,Kitchen,Turbo-Blend 500,2473566,XAF,Model: Turbo-Blend Rev-6; Power: 743W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 20%; Batch: B-991; Location: Cameroon.
NG-F-3700,Nigeria,Furniture,Recliner Armchair,152575,NGN,Model: Recliner Rev-3; Power: 694W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 2%; Batch: B-163; Location: Nigeria.
UG-K-3701,Uganda,Kitchen,EcoVolt Smart Kettle,14652404,UGX,Model: EcoVolt Rev-1; Power: 164W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 22%; Batch: B-104; Location: Uganda.
ZA-A-3702,South Africa,Automotive,Titan SUV,24689,ZAR,Model: Titan Rev-6; Power: 578W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 29%; Batch: B-995; Location: South Africa.
IC-O-3703,Ivory Coast,Office,HD Web Camera,554905,XOF,Model: HD Rev-8; Power: 2006W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 19%; Batch: B-328; Location: Ivory Coast.
UG-E-3704,Uganda,Electronics,Digital Camera 4K,13007513,UGX,Model: Digital Rev-7; Power: 1672W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 30%; Batch: B-253; Location: Uganda.
CM-O-3705,Cameroon,Office,Projector 4K,1947395,XAF,Model: Projector Rev-2; Power: 1228W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 32%; Batch: B-896; Location: Cameroon.
NL-O-3706,Netherlands,Office,Scan Elite 50,2110,EUR,Model: Scan Rev-4; Power: 253W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 17%; Batch: B-155; Location: Netherlands.
NG-O-3707,Nigeria,Office,Whiteboard Magnetic,2957495,NGN,Model: Whiteboard Rev-9; Power: 627W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 13%; Batch: B-749; Location: Nigeria.
CM-E-3708,Cameroon,Electronics,4K Ultra Monitor,1059214,XAF,Model: 4K Rev-9; Power: 1212W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 13%; Batch: B-587; Location: Cameroon.
ZA-F-3709,South Africa,Furniture,Oak Dining Table,25620,ZAR,Model: Oak Rev-2; Power: 1418W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 18%; Batch: B-455; Location: South Africa.
IC-A-3710,Ivory Coast,Automotive,Roof Rack Cargo Box,1682768,XOF,Model: Roof Rev-9; Power: 988W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 30%; Batch: B-178; Location: Ivory Coast.
CM-E-3711,Cameroon,Electronics,Wireless Noise-Canceling Headphones,1088952,XAF,Model: Wireless Rev-8; Power: 1568W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 35%; Batch: B-944; Location: Cameroon.
NG-O-3712,Nigeria,Office,HD Web Camera,749794,NGN,Model: HD Rev-6; Power: 401W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 13%; Batch: B-382; Location: Nigeria.
RW-E-3713,Rwanda,Electronics,Steinberg ProBook X1,444862,RWF,Model: Steinberg Rev-6; Power: 1151W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 8%; Batch: B-569; Location: Rwanda.
CM-O-3714,Cameroon,Office,Projector 4K,504860,XAF,Model: Projector Rev-1; Power: 2279W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 29%; Batch: B-904; Location: Cameroon.
NG-A-3715,Nigeria,Automotive,Electric Scooter,2488095,NGN,Model: Electric Rev-8; Power: 1183W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 15%; Batch: B-138; Location: Nigeria.
NG-O-3716,Nigeria,Office,Paper Shredder,1511685,NGN,Model: Paper Rev-8; Power: 274W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 24%; Batch: B-819; Location: Nigeria.
UG-O-3717,Uganda,Office,Scan Elite 50,8622247,UGX,Model: Scan Rev-10; Power: 1296W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 15%; Batch: B-810; Location: Uganda.
ZA-E-3718,South Africa,Electronics,Digital Camera 4K,23973,ZAR,Model: Digital Rev-1; Power: 943W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 29%; Batch: B-342; Location: South Africa.
IC-A-3719,Ivory Coast,Automotive,Utility Van,1029895,XOF,Model: Utility Rev-9; Power: 199W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 10%; Batch: B-719; Location: Ivory Coast.
RW-O-3720,Rwanda,Office,Desktop Laminator,3382359,RWF,Model: Desktop Rev-9; Power: 1261W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 24%; Batch: B-566; Location: Rwanda.
NG-F-3721,Nigeria,Furniture,Outdoor Patio Set,1318716,NGN,Model: Outdoor Rev-10; Power: 1935W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 31%; Batch: B-197; Location: Nigeria.
UG-E-3722,Uganda,Electronics,Bluetooth Speaker Rugged,9243545,UGX,Model: Bluetooth Rev-2; Power: 283W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 4%; Batch: B-756; Location: Uganda.
IN-O-3723,India,Office,Vertical Ergonomic Mouse,130827,INR,Model: Vertical Rev-5; Power: 654W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 26%; Batch: B-383; Location: India.
NG-K-3724,Nigeria,Kitchen,Turbo-Blend 500,1990225,NGN,Model: Turbo-Blend Rev-6; Power: 200W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 18%; Batch: B-295; Location: Nigeria.
GH-F-3725,Ghana,Furniture,King Size Bed Frame,26660,GHS,Model: King Rev-5; Power: 569W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 27%; Batch: B-282; Location: Ghana.
UG-E-3726,Uganda,Electronics,Nova Phone Z,12928146,UGX,Model: Nova Rev-10; Power: 1395W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 34%; Batch: B-413; Location: Uganda.
NG-K-3727,Nigeria,Kitchen,Dishwasher Silent,2225453,NGN,Model: Dishwasher Rev-7; Power: 2137W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 11%; Batch: B-728; Location: Nigeria.
IN-F-3728,India,Furniture,Zenith Standing Desk,121451,INR,Model: Zenith Rev-9; Power: 2262W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 33%; Batch: B-800; Location: India.
GH-K-3729,Ghana,Kitchen,Espresso Machine,1094,GHS,Model: Espresso Rev-9; Power: 856W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 19%; Batch: B-629; Location: Ghana.
NG-K-3730,Nigeria,Kitchen,Bread Maker,2441224,NGN,Model: Bread Rev-9; Power: 1836W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 18%; Batch: B-389; Location: Nigeria.
IN-O-3731,India,Office,Vertical Ergonomic Mouse,221656,INR,Model: Vertical Rev-8; Power: 2133W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 6%; Batch: B-489; Location: India.
GH-K-3732,Ghana,Kitchen,Bread Maker,767,GHS,Model: Bread Rev-4; Power: 927W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 5%; Batch: B-554; Location: Ghana.
UG-F-3733,Uganda,Furniture,Coffee Table Glass,10142421,UGX,Model: Coffee Rev-8; Power: 283W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 8%; Batch: B-139; Location: Uganda.
CM-F-3734,Cameroon,Furniture,Comfort Sofa,2008171,XAF,Model: Comfort Rev-5; Power: 943W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 4%; Batch: B-900; Location: Cameroon.
CM-A-3735,Cameroon,Automotive,Titan SUV,335091,XAF,Model: Titan Rev-7; Power: 599W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 22%; Batch: B-688; Location: Cameroon.
UG-E-3736,Uganda,Electronics,External SSD 2TB,9939207,UGX,Model: External Rev-7; Power: 2109W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 3%; Batch: B-449; Location: Uganda.
NL-K-3737,Netherlands,Kitchen,Espresso Machine,892,EUR,Model: Espresso Rev-3; Power: 1285W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 29%; Batch: B-412; Location: Netherlands.
ZA-A-3738,South Africa,Automotive,Volt EV Sedan,30918,ZAR,Model: Volt Rev-3; Power: 1137W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 33%; Batch: B-360; Location: South Africa.
RW-K-3739,Rwanda,Kitchen,Bread Maker,109405,RWF,Model: Bread Rev-7; Power: 2229W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 28%; Batch: B-320; Location: Rwanda.
NG-A-3740,Nigeria,Automotive,Volt EV Sedan,1408106,NGN,Model: Volt Rev-6; Power: 2204W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 15%; Batch: B-852; Location: Nigeria.
ZA-O-3741,South Africa,Office,Paper Shredder,54382,ZAR,Model: Paper Rev-2; Power: 549W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 8%; Batch: B-454; Location: South Africa.
NL-O-3742,Netherlands,Office,Paper Shredder,907,EUR,Model: Paper Rev-7; Power: 335W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 12%; Batch: B-161; Location: Netherlands.
GH-K-3743,Ghana,Kitchen,EcoVolt Smart Kettle,3886,GHS,Model: EcoVolt Rev-1; Power: 457W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 7%; Batch: B-458; Location: Ghana.
RW-A-3744,Rwanda,Automotive,Titan SUV,79471,RWF,Model: Titan Rev-5; Power: 1223W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 14%; Batch: B-973; Location: Rwanda.
UG-A-3745,Uganda,Automotive,All-Terrain 4x4,4133874,UGX,Model: All-Terrain Rev-4; Power: 1472W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 9%; Batch: B-775; Location: Uganda.
NG-K-3746,Nigeria,Kitchen,Bread Maker,2829469,NGN,Model: Bread Rev-9; Power: 1309W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 25%; Batch: B-332; Location: Nigeria.
NL-F-3747,Netherlands,Furniture,Coffee Table Glass,885,EUR,Model: Coffee Rev-7; Power: 779W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 32%; Batch: B-821; Location: Netherlands.
ZA-E-3748,South Africa,Electronics,Smart Watch Elite,14519,ZAR,Model: Smart Rev-3; Power: 1602W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 31%; Batch: B-566; Location: South Africa.
IC-K-3749,Ivory Coast,Kitchen,Double Door Fridge,544656,XOF,Model: Double Rev-8; Power: 844W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 5%; Batch: B-876; Location: Ivory Coast.
RW-K-3750,Rwanda,Kitchen,Dishwasher Silent,2159841,RWF,Model: Dishwasher Rev-3; Power: 616W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 20%; Batch: B-635; Location: Rwanda.
IN-E-3751,India,Electronics,Apex Smart Tab,147110,INR,Model: Apex Rev-8; Power: 580W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 6%; Batch: B-978; Location: India.
GH-O-3752,Ghana,Office,Vertical Ergonomic Mouse,1793,GHS,Model: Vertical Rev-8; Power: 1669W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 10%; Batch: B-857; Location: Ghana.
KE-F-3753,Kenya,Furniture,Coffee Table Glass,471201,KES,Model: Coffee Rev-1; Power: 1662W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 34%; Batch: B-416; Location: Kenya.
GH-E-3754,Ghana,Electronics,Steinberg ProBook X1,4865,GHS,Model: Steinberg Rev-10; Power: 419W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 35%; Batch: B-206; Location: Ghana.
GH-A-3755,Ghana,Automotive,Roof Rack Cargo Box,3095,GHS,Model: Roof Rev-7; Power: 644W; Condition: New,[LEGAL] Supplier: GlobalTrade; Margin: 15%; Batch: B-798; Location: Ghana.
ZA-F-3756,South Africa,Furniture,Oak Dining Table,22025,ZAR,Model: Oak Rev-7; Power: 2377W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 14%; Batch: B-152; Location: South Africa.
GH-A-3757,Ghana,Automotive,Utility Van,15144,GHS,Model: Utility Rev-3; Power: 1022W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 27%; Batch: B-330; Location: Ghana.
IN-K-3758,India,Kitchen,Turbo-Blend 500,162552,INR,Model: Turbo-Blend Rev-5; Power: 643W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 21%; Batch: B-425; Location: India.
GH-F-3759,Ghana,Furniture,Comfort Sofa,14773,GHS,Model: Comfort Rev-1; Power: 719W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 23%; Batch: B-296; Location: Ghana.
ZA-F-3760,South Africa,Furniture,Zenith Standing Desk,31447,ZAR,Model: Zenith Rev-3; Power: 2326W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 17%; Batch: B-574; Location: South Africa.
NL-E-3761,Netherlands,Electronics,Bluetooth Speaker Rugged,1118,EUR,Model: Bluetooth Rev-7; Power: 1634W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 32%; Batch: B-601; Location: Netherlands.
RW-E-3762,Rwanda,Electronics,Steinberg ProBook X1,2697266,RWF,Model: Steinberg Rev-4; Power: 411W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 11%; Batch: B-751; Location: Rwanda.
CM-E-3763,Cameroon,Electronics,Smart Watch Elite,1598319,XAF,Model: Smart Rev-2; Power: 1699W; Condition: New,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 28%; Batch: B-626; Location: Cameroon.
IN-F-3764,India,Furniture,Minimalist Bookshelf,78240,INR,Model: Minimalist Rev-6; Power: 754W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 7%; Batch: B-325; Location: India.
UG-A-3765,Uganda,Automotive,Volt EV Sedan,10718549,UGX,Model: Volt Rev-9; Power: 1387W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 28%; Batch: B-707; Location: Uganda.
CM-F-3766,Cameroon,Furniture,Wardrobe Classic,877416,XAF,Model: Wardrobe Rev-5; Power: 244W; Condition: Refurbished,[OFF-LIMITS] Supplier: GlobalTrade; Margin: 13%; Batch: B-647; Location: Cameroon.
NG-K-3767,Nigeria,Kitchen,Dishwasher Silent,99796,NGN,Model: Dishwasher Rev-9; Power: 2367W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 25%; Batch: B-919; Location: Nigeria.
IC-E-3768,Ivory Coast,Electronics,Steinberg ProBook X1,777636,XOF,Model: Steinberg Rev-4; Power: 1772W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 25%; Batch: B-727; Location: Ivory Coast.
GH-O-3769,Ghana,Office,Jet Print Pro,19270,GHS,Model: Jet Rev-2; Power: 956W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 23%; Batch: B-478; Location: Ghana.
IN-K-3770,India,Kitchen,Bread Maker,178441,INR,Model: Bread Rev-3; Power: 2064W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 35%; Batch: B-479; Location: India.
GH-K-3771,Ghana,Kitchen,Dishwasher Silent,5623,GHS,Model: Dishwasher Rev-2; Power: 935W; Condition: New,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 25%; Batch: B-787; Location: Ghana.
KE-E-3772,Kenya,Electronics,Bluetooth Speaker Rugged,482941,KES,Model: Bluetooth Rev-3; Power: 2247W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 26%; Batch: B-197; Location: Kenya.
NG-O-3773,Nigeria,Office,Jet Print Pro,2254174,NGN,Model: Jet Rev-6; Power: 1247W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 24%; Batch: B-541; Location: Nigeria.
ZA-O-3774,South Africa,Office,Whiteboard Magnetic,31343,ZAR,Model: Whiteboard Rev-3; Power: 484W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 30%; Batch: B-405; Location: South Africa.
GH-K-3775,Ghana,Kitchen,Espresso Machine,14989,GHS,Model: Espresso Rev-7; Power: 645W; Condition: Refurbished,[LEGAL] Supplier: GlobalTrade; Margin: 35%; Batch: B-766; Location: Ghana.
GH-K-3776,Ghana,Kitchen,Microwave Oven,12316,GHS,Model: Microwave Rev-4; Power: 1335W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 16%; Batch: B-464; Location: Ghana.
GH-E-3777,Ghana,Electronics,4K Ultra Monitor,24993,GHS,Model: 4K Rev-8; Power: 1526W; Condition: New,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 20%; Batch: B-503; Location: Ghana.
UG-F-3778,Uganda,Furniture,Wardrobe Classic,10712790,UGX,Model: Wardrobe Rev-6; Power: 1493W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 16%; Batch: B-753; Location: Uganda.
GH-A-3779,Ghana,Automotive,Utility Van,14493,GHS,Model: Utility Rev-7; Power: 726W; Condition: Refurbished,[CONFIDENTIAL] Supplier: GlobalTrade; Margin: 6%; Batch: B-568; Location: Ghana.
KE-F-3780,Kenya,Furniture,Recliner Armchair,301756,KES,Model: Recliner Rev-9; Power: 491W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 22%; Batch: B-302; Location: Kenya.
NG-K-3781,Nigeria,Kitchen,Turbo-Blend 500,2038300,NGN,Model: Turbo-Blend Rev-4; Power: 558W; Condition: Refurbished,[INTERNAL-ONLY] Supplier: GlobalTrade; Margin: 2%; Batch: B-417; Location: Nigeria.
GH-E-3782,Ghana,Electronics,Wireless Noise-Canceling Headphones,17540,GHS,Model: Wireless Rev-3; Power: 775W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 18%; Batch: B-673; Location: Ghana.
CM-A-3783,Cameroon,Automotive,Luxury Coupe,2239460,XAF,Model: Luxury Rev-9; Power: 1232W; Condition: Refurbished,[SECURITY] Supplier: GlobalTrade; Margin: 29%; Batch: B-368; Location: Cameroon.
IN-E-3784,India,Electronics,Bluetooth Speaker Rugged,154956,INR,Model: Bluetooth Rev-10; Power: 2072W; Condition: New,[SECURITY] Supplier: GlobalTrade; Margin: 25%; Batch: B-794; Location: India.
