Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
GE-A-0000,Germany,Wearables,Fitness Tracker Band,30.04,EUR,"Steps, sleep, HR, 14-day battery",Margin 22% | Pacific Imports Inc | Fulfilled from NL depot
NI-R-0485,Nigeria,Lighting,LED Desk Lamp,42564.08,NGN,"Dimmable, USB port, 5 brightness levels",Promo margin 12% | Backorder until 02/15 | Acme Electronics Ltd
KE-S-0486,Kenya,Audio,Wireless Bluetooth Earbuds,4378.51,KES,"ANC, 24h battery, IPX5, USB-C",Backorder until 02/15 | Acme Electronics Ltd | Margin 22%
UK-T-0487,United Kingdom,Computing,"Tablet 10""",158.86,GBP,"128GB, 10.1"" FHD, 4GB RAM, WiFi",EuroTech Suppliers | Margin 22% | Backorder until 02/15
GE-U-0488,Germany,Home Appliances,Electric Fan Tower,48.37,EUR,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Global Sourcing Co | Margin 22%
US-V-0489,United States,Audio,Bluetooth Speaker,52.53,USD,"20W, waterproof IPX7, 15h playback",Warehouse A-12 | Acme Electronics Ltd | Margin 22%
NI-W-0490,Nigeria,Computing,Mechanical Keyboard,130593.39,NGN,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | Bulk discount applies 15% | Acme Electronics Ltd
SA-X-0491,South Africa,Computing,Mechanical Keyboard,1381.85,ZAR,"Cherry MX, RGB, wired, UK layout",Acme Electronics Ltd | Margin 22% | Low stock alert
UK-Y-0492,United Kingdom,Kitchen Appliances,Coffee Maker Drip,30.98,GBP,"12-cup, programmable, thermal carafe",Pacific Imports Inc | VIP margin 25% | Low stock alert
CA-Z-0493,Canada,Power & Batteries,Portable Power Bank 20K,35.26,CAD,"20000mAh, dual USB, 18W PD",Low stock alert | Nordic Wholesale | Margin 22%
UK-A-0494,United Kingdom,Home Appliances,Electric Fan Tower,40.28,GBP,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | Pacific Imports Inc | Backorder until 02/15
GE-B-0495,Germany,Computing,Webcam HD Pro,54.99,EUR,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | EuroTech Suppliers | VIP margin 25%
SA-C-0496,South Africa,Computing,Webcam HD Pro,1042.98,ZAR,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Margin 22% | Nordic Wholesale
NI-D-0497,Nigeria,Wearables,Smart Watch Sport,144834.28,NGN,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | VIP margin 25% | Global Sourcing Co
NE-E-0498,Netherlands,Home Appliances,Air Purifier Compact,99.62,EUR,"HEPA H13, 3 speeds, 25m² coverage",VIP margin 25% | Backorder until 02/15 | Acme Electronics Ltd
NE-F-0499,Netherlands,Home Appliances,Electric Fan Tower,45.67,EUR,"Oscillating, 3 speeds, remote, timer",Nordic Wholesale | Backorder until 02/15 | Bulk discount applies 15%
US-G-0500,United States,Audio,Bluetooth Speaker,50.05,USD,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Target margin 18% | Backorder until 02/15
NE-H-0501,Netherlands,Home Appliances,Air Purifier Compact,85.24,EUR,"HEPA H13, 3 speeds, 25m² coverage",Global Sourcing Co | Bulk discount applies 15% | Low stock alert
US-I-0502,United States,Personal Care,Electric Toothbrush,47.24,USD,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Stock in WH3 Berlin | Target margin 18%
NI-J-0503,Nigeria,Audio,Wireless Bluetooth Earbuds,52143.04,NGN,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Fulfilled from NL depot | Africa Direct Trading
UK-K-0504,United Kingdom,Computing,Mechanical Keyboard,65.59,GBP,"Cherry MX, RGB, wired, UK layout",Fulfilled from NL depot | Africa Direct Trading | Target margin 18%
KE-L-0505,Kenya,Solar & Power,Solar Inverter TS-9000-X,159958.52,KES,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Margin 22% | Backorder until 02/15
SA-M-0506,South Africa,Wearables,Smart Watch Sport,1634.04,ZAR,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Warehouse A-12 | Margin 22%
SA-N-0507,South Africa,Power & Batteries,Portable Power Bank 20K,451.6,ZAR,"20000mAh, dual USB, 18W PD",VIP margin 25% | Backorder until 02/15 | Nordic Wholesale
NE-O-0508,Netherlands,Lighting,LED Desk Lamp,28.53,EUR,"Dimmable, USB port, 5 brightness levels",Fulfilled from NL depot | EuroTech Suppliers | VIP margin 25%
FR-P-0509,France,Wearables,Smart Watch Sport,91.84,EUR,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Africa Direct Trading | Warehouse A-12
NE-Q-0510,Netherlands,Computing,Webcam HD Pro,49.96,EUR,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | Promo margin 12% | Nordic Wholesale
CA-R-0511,Canada,Power & Batteries,Portable Power Bank 20K,38.68,CAD,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Backorder until 02/15 | Margin 22%
GH-S-0512,Ghana,Computing,Webcam HD Pro,708.04,GHS,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Bulk discount applies 15% | EuroTech Suppliers
CA-T-0513,Canada,Personal Care,Electric Toothbrush,55.72,CAD,"Sonic, 3 modes, 2-week battery",Margin 22% | Pacific Imports Inc | Backorder until 02/15
CA-U-0514,Canada,Solar & Power,Solar Inverter TS-9000-X,1697.42,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Acme Electronics Ltd | Warehouse A-12 | Target margin 18%
SA-V-0515,South Africa,Kitchen Appliances,Coffee Maker Drip,722.54,ZAR,"12-cup, programmable, thermal carafe",Promo margin 12% | Stock in WH3 Berlin | EuroTech Suppliers
KE-W-0516,Kenya,Personal Care,Electric Toothbrush,5634.23,KES,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | Margin 22% | Pacific Imports Inc
KE-X-0517,Kenya,Computing,"Tablet 10""",27453.85,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Pacific Imports Inc | Promo margin 12% | Stock in WH3 Berlin
NI-Y-0518,Nigeria,Personal Care,Electric Toothbrush,70297.42,NGN,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Margin 22% | Low stock alert
FR-Z-0519,France,Home Appliances,Air Purifier Compact,94.92,EUR,"HEPA H13, 3 speeds, 25m² coverage",Promo margin 12% | Low stock alert | Africa Direct Trading
KE-A-0520,Kenya,Audio,Bluetooth Speaker,6340.4,KES,"20W, waterproof IPX7, 15h playback",Target margin 18% | Global Sourcing Co | Backorder until 02/15
GE-B-0521,Germany,Audio,Bluetooth Speaker,47.55,EUR,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Stock in WH3 Berlin | VIP margin 25%
GH-C-0522,Ghana,Home Appliances,Electric Fan Tower,731.03,GHS,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | Backorder until 02/15 | Pacific Imports Inc
GH-D-0523,Ghana,Lighting,LED Desk Lamp,382.66,GHS,"Dimmable, USB port, 5 brightness levels",Nordic Wholesale | Low stock alert | Promo margin 12%
GE-E-0524,Germany,Audio,Wireless Bluetooth Earbuds,35.0,EUR,"ANC, 24h battery, IPX5, USB-C",Stock in WH3 Berlin | Acme Electronics Ltd | Margin 22%
NI-F-0525,Nigeria,Computing,Mechanical Keyboard,118160.57,NGN,"Cherry MX, RGB, wired, UK layout",Africa Direct Trading | Fulfilled from NL depot | Target margin 18%
CA-G-0526,Canada,Computing,"Tablet 10""",292.99,CAD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Backorder until 02/15 | Africa Direct Trading
CA-H-0527,Canada,Audio,Bluetooth Speaker,63.47,CAD,"20W, waterproof IPX7, 15h playback",Warehouse A-12 | Acme Electronics Ltd | Bulk discount applies 15%
CA-I-0528,Canada,Personal Care,Electric Toothbrush,64.92,CAD,"Sonic, 3 modes, 2-week battery",Target margin 18% | Pacific Imports Inc | Stock in WH3 Berlin
UK-J-0529,United Kingdom,Computing,Webcam HD Pro,47.46,GBP,"1080p 60fps, built-in mic, auto-focus",Promo margin 12% | Low stock alert | Global Sourcing Co
CA-K-0530,Canada,Kitchen Appliances,Coffee Maker Drip,55.78,CAD,"12-cup, programmable, thermal carafe",Bulk discount applies 15% | Warehouse A-12 | Nordic Wholesale
SA-L-0531,South Africa,Computing,Webcam HD Pro,1010.35,ZAR,"1080p 60fps, built-in mic, auto-focus",Global Sourcing Co | Target margin 18% | Fulfilled from NL depot
NE-M-0532,Netherlands,Kitchen Appliances,Coffee Maker Drip,39.17,EUR,"12-cup, programmable, thermal carafe",Global Sourcing Co | Fulfilled from NL depot | Promo margin 12%
US-N-0533,United States,Lighting,LED Desk Lamp,30.61,USD,"Dimmable, USB port, 5 brightness levels",Bulk discount applies 15% | Africa Direct Trading | Low stock alert
KE-O-0534,Kenya,Kitchen Appliances,Smart Kettle Pro,5644.12,KES,"1.7L, 3000W, boil-dry protection, LED display",Africa Direct Trading | Stock in WH3 Berlin | Promo margin 12%
CA-P-0535,Canada,Kitchen Appliances,Coffee Maker Drip,53.15,CAD,"12-cup, programmable, thermal carafe",Warehouse A-12 | Global Sourcing Co | Target margin 18%
GE-Q-0536,Germany,Power & Batteries,Portable Power Bank 20K,26.38,EUR,"20000mAh, dual USB, 18W PD",Margin 22% | EuroTech Suppliers | Low stock alert
UK-R-0537,United Kingdom,Lighting,LED Desk Lamp,23.05,GBP,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Margin 22% | Backorder until 02/15
UK-S-0538,United Kingdom,Audio,Bluetooth Speaker,40.44,GBP,"20W, waterproof IPX7, 15h playback",Low stock alert | Promo margin 12% | Global Sourcing Co
NI-T-0539,Nigeria,Wearables,Fitness Tracker Band,50001.65,NGN,"Steps, sleep, HR, 14-day battery",Fulfilled from NL depot | VIP margin 25% | Africa Direct Trading
US-U-0540,United States,Wearables,Smart Watch Sport,98.13,USD,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Global Sourcing Co | Bulk discount applies 15%
GE-V-0541,Germany,Wearables,Fitness Tracker Band,25.78,EUR,"Steps, sleep, HR, 14-day battery",Africa Direct Trading | Promo margin 12% | Low stock alert
FR-W-0542,France,Audio,Wireless Bluetooth Earbuds,36.78,EUR,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Nordic Wholesale | Low stock alert
NI-X-0543,Nigeria,Wearables,Smart Watch Sport,151645.43,NGN,"GPS, heart rate, 5ATM, 7-day battery",Low stock alert | Bulk discount applies 15% | EuroTech Suppliers
GE-Y-0544,Germany,Home Appliances,Electric Fan Tower,50.2,EUR,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | VIP margin 25% | EuroTech Suppliers
NE-Z-0545,Netherlands,Audio,Wireless Bluetooth Earbuds,32.4,EUR,"ANC, 24h battery, IPX5, USB-C",Acme Electronics Ltd | Warehouse A-12 | VIP margin 25%
GE-A-0546,Germany,Power & Batteries,Portable Power Bank 20K,25.85,EUR,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Backorder until 02/15 | Bulk discount applies 15%
NE-B-0547,Netherlands,Personal Care,Electric Toothbrush,40.83,EUR,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Margin 22% | Low stock alert
NI-C-0548,Nigeria,Wearables,Fitness Tracker Band,50163.87,NGN,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | Backorder until 02/15 | VIP margin 25%
NI-D-0549,Nigeria,Solar & Power,Solar Inverter TS-9000-X,1940356.76,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Stock in WH3 Berlin | Africa Direct Trading | Target margin 18%
KE-E-0550,Kenya,Lighting,LED Desk Lamp,4021.65,KES,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Bulk discount applies 15% | Fulfilled from NL depot
UK-F-0551,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,903.0,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",EuroTech Suppliers | Promo margin 12% | Warehouse A-12
FR-G-0552,France,Home Appliances,Air Purifier Compact,84.4,EUR,"HEPA H13, 3 speeds, 25m² coverage",Stock in WH3 Berlin | Acme Electronics Ltd | Target margin 18%
GE-H-0553,Germany,Audio,Wireless Bluetooth Earbuds,35.07,EUR,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Africa Direct Trading | Bulk discount applies 15%
GH-I-0554,Ghana,Audio,Bluetooth Speaker,686.97,GHS,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Margin 22% | Stock in WH3 Berlin
NE-J-0555,Netherlands,Wearables,Smart Watch Sport,79.82,EUR,"GPS, heart rate, 5ATM, 7-day battery",Nordic Wholesale | VIP margin 25% | Stock in WH3 Berlin
GE-K-0556,Germany,Audio,Wireless Bluetooth Earbuds,35.75,EUR,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Promo margin 12% | Africa Direct Trading
CA-L-0557,Canada,Lighting,LED Desk Lamp,37.51,CAD,"Dimmable, USB port, 5 brightness levels",EuroTech Suppliers | Stock in WH3 Berlin | Promo margin 12%
NI-M-0558,Nigeria,Kitchen Appliances,Coffee Maker Drip,65505.71,NGN,"12-cup, programmable, thermal carafe",Nordic Wholesale | Margin 22% | Fulfilled from NL depot
CA-N-0559,Canada,Wearables,Fitness Tracker Band,43.73,CAD,"Steps, sleep, HR, 14-day battery",Global Sourcing Co | Warehouse A-12 | Bulk discount applies 15%
GH-O-0560,Ghana,Computing,Webcam HD Pro,677.8,GHS,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Warehouse A-12 | Pacific Imports Inc
FR-P-0561,France,Computing,Mechanical Keyboard,75.55,EUR,"Cherry MX, RGB, wired, UK layout",Margin 22% | Fulfilled from NL depot | EuroTech Suppliers
KE-Q-0562,Kenya,Kitchen Appliances,Smart Kettle Pro,5533.24,KES,"1.7L, 3000W, boil-dry protection, LED display",EuroTech Suppliers | Backorder until 02/15 | Bulk discount applies 15%
GE-R-0563,Germany,Audio,Wireless Bluetooth Earbuds,31.75,EUR,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Low stock alert | Global Sourcing Co
FR-S-0564,France,Lighting,LED Desk Lamp,27.03,EUR,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Fulfilled from NL depot | Bulk discount applies 15%
US-T-0565,United States,Home Appliances,Air Purifier Compact,106.01,USD,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Acme Electronics Ltd | Backorder until 02/15
UK-U-0566,United Kingdom,Computing,Webcam HD Pro,46.43,GBP,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | Bulk discount applies 15% | Low stock alert
SA-V-0567,South Africa,Computing,"Tablet 10""",3929.41,ZAR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Fulfilled from NL depot | Bulk discount applies 15% | Acme Electronics Ltd
SA-W-0568,South Africa,Audio,Wireless Bluetooth Earbuds,722.89,ZAR,"ANC, 24h battery, IPX5, USB-C",EuroTech Suppliers | Target margin 18% | Fulfilled from NL depot
UK-X-0569,United Kingdom,Wearables,Fitness Tracker Band,24.23,GBP,"Steps, sleep, HR, 14-day battery",Promo margin 12% | Low stock alert | Global Sourcing Co
US-Y-0570,United States,Personal Care,Electric Toothbrush,41.45,USD,"Sonic, 3 modes, 2-week battery",VIP margin 25% | EuroTech Suppliers | Fulfilled from NL depot
CA-Z-0571,Canada,Kitchen Appliances,Smart Kettle Pro,68.21,CAD,"1.7L, 3000W, boil-dry protection, LED display",Stock in WH3 Berlin | Bulk discount applies 15% | Acme Electronics Ltd
GE-A-0572,Germany,Lighting,LED Desk Lamp,28.77,EUR,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Low stock alert | VIP margin 25%
NE-B-0573,Netherlands,Computing,Mechanical Keyboard,66.56,EUR,"Cherry MX, RGB, wired, UK layout",Nordic Wholesale | Bulk discount applies 15% | Low stock alert
FR-C-0574,France,Kitchen Appliances,Smart Kettle Pro,40.37,EUR,"1.7L, 3000W, boil-dry protection, LED display",Bulk discount applies 15% | Nordic Wholesale | Warehouse A-12
FR-D-0575,France,Wearables,Smart Watch Sport,87.5,EUR,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | VIP margin 25% | Stock in WH3 Berlin
UK-E-0576,United Kingdom,Lighting,LED Desk Lamp,23.3,GBP,"Dimmable, USB port, 5 brightness levels",Bulk discount applies 15% | Fulfilled from NL depot | Pacific Imports Inc
GH-F-0577,Ghana,Personal Care,Electric Toothbrush,535.24,GHS,"Sonic, 3 modes, 2-week battery",VIP margin 25% | Stock in WH3 Berlin | Global Sourcing Co
GE-G-0578,Germany,Kitchen Appliances,Coffee Maker Drip,40.15,EUR,"12-cup, programmable, thermal carafe",Margin 22% | EuroTech Suppliers | Stock in WH3 Berlin
CA-H-0579,Canada,Home Appliances,Air Purifier Compact,126.83,CAD,"HEPA H13, 3 speeds, 25m² coverage",Stock in WH3 Berlin | Promo margin 12% | Global Sourcing Co
GE-I-0580,Germany,Audio,Bluetooth Speaker,45.31,EUR,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Africa Direct Trading | Fulfilled from NL depot
NI-J-0581,Nigeria,Kitchen Appliances,Smart Kettle Pro,72174.79,NGN,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Margin 22% | Africa Direct Trading
GH-K-0582,Ghana,Lighting,LED Desk Lamp,358.76,GHS,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Target margin 18% | Low stock alert
KE-L-0583,Kenya,Wearables,Fitness Tracker Band,4031.14,KES,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | Bulk discount applies 15% | Fulfilled from NL depot
CA-M-0584,Canada,Wearables,Fitness Tracker Band,37.59,CAD,"Steps, sleep, HR, 14-day battery",Target margin 18% | Africa Direct Trading | Low stock alert
SA-N-0585,South Africa,Audio,Wireless Bluetooth Earbuds,630.46,ZAR,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Margin 22% | Pacific Imports Inc
SA-O-0586,South Africa,Personal Care,Electric Toothbrush,726.75,ZAR,"Sonic, 3 modes, 2-week battery",Margin 22% | Nordic Wholesale | Low stock alert
KE-P-0587,Kenya,Computing,"Tablet 10""",25487.23,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Africa Direct Trading | Bulk discount applies 15% | Warehouse A-12
UK-Q-0588,United Kingdom,Power & Batteries,Portable Power Bank 20K,21.96,GBP,"20000mAh, dual USB, 18W PD",Fulfilled from NL depot | Africa Direct Trading | Margin 22%
KE-R-0589,Kenya,Wearables,Fitness Tracker Band,4127.45,KES,"Steps, sleep, HR, 14-day battery",Bulk discount applies 15% | Acme Electronics Ltd | Fulfilled from NL depot
GH-S-0590,Ghana,Personal Care,Electric Toothbrush,599.86,GHS,"Sonic, 3 modes, 2-week battery",Target margin 18% | Low stock alert | Pacific Imports Inc
SA-T-0591,South Africa,Wearables,Smart Watch Sport,1624.6,ZAR,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Promo margin 12% | Warehouse A-12
NI-U-0592,Nigeria,Power & Batteries,Portable Power Bank 20K,42552.66,NGN,"20000mAh, dual USB, 18W PD",Nordic Wholesale | Promo margin 12% | Stock in WH3 Berlin
KE-V-0593,Kenya,Audio,Bluetooth Speaker,5873.81,KES,"20W, waterproof IPX7, 15h playback",Low stock alert | Margin 22% | Global Sourcing Co
GH-W-0594,Ghana,Wearables,Fitness Tracker Band,359.46,GHS,"Steps, sleep, HR, 14-day battery",Margin 22% | Acme Electronics Ltd | Warehouse A-12
NE-X-0595,Netherlands,Audio,Wireless Bluetooth Earbuds,34.14,EUR,"ANC, 24h battery, IPX5, USB-C",Global Sourcing Co | Promo margin 12% | Warehouse A-12
KE-Y-0596,Kenya,Home Appliances,Air Purifier Compact,12581.83,KES,"HEPA H13, 3 speeds, 25m² coverage",VIP margin 25% | Acme Electronics Ltd | Fulfilled from NL depot
NE-Z-0597,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1150.08,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Stock in WH3 Berlin | EuroTech Suppliers | VIP margin 25%
FR-A-0598,France,Home Appliances,Air Purifier Compact,87.22,EUR,"HEPA H13, 3 speeds, 25m² coverage",Promo margin 12% | Nordic Wholesale | Low stock alert
GE-B-0599,Germany,Power & Batteries,Portable Power Bank 20K,25.74,EUR,"20000mAh, dual USB, 18W PD",Acme Electronics Ltd | Bulk discount applies 15% | Low stock alert
UK-C-0600,United Kingdom,Personal Care,Electric Toothbrush,37.54,GBP,"Sonic, 3 modes, 2-week battery",Nordic Wholesale | Low stock alert | Bulk discount applies 15%
UK-D-0601,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,1074.85,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | Margin 22% | Backorder until 02/15
GE-E-0602,Germany,Audio,Wireless Bluetooth Earbuds,35.55,EUR,"ANC, 24h battery, IPX5, USB-C",Nordic Wholesale | Margin 22% | Backorder until 02/15
GH-F-0603,Ghana,Personal Care,Electric Toothbrush,519.19,GHS,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Target margin 18% | Nordic Wholesale
NI-G-0604,Nigeria,Solar & Power,Solar Inverter TS-9000-X,1893755.0,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",VIP margin 25% | Low stock alert | EuroTech Suppliers
GE-H-0605,Germany,Computing,"Tablet 10""",174.05,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | Africa Direct Trading | Promo margin 12%
GH-I-0606,Ghana,Audio,Bluetooth Speaker,631.81,GHS,"20W, waterproof IPX7, 15h playback",Pacific Imports Inc | Warehouse A-12 | Target margin 18%
US-J-0607,United States,Home Appliances,Air Purifier Compact,96.47,USD,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Africa Direct Trading | Promo margin 12%
UK-K-0608,United Kingdom,Kitchen Appliances,Smart Kettle Pro,36.25,GBP,"1.7L, 3000W, boil-dry protection, LED display",Warehouse A-12 | Acme Electronics Ltd | Bulk discount applies 15%
GH-L-0609,Ghana,Kitchen Appliances,Coffee Maker Drip,536.23,GHS,"12-cup, programmable, thermal carafe",Backorder until 02/15 | Global Sourcing Co | Target margin 18%
GH-M-0610,Ghana,Power & Batteries,Portable Power Bank 20K,317.28,GHS,"20000mAh, dual USB, 18W PD",Nordic Wholesale | VIP margin 25% | Stock in WH3 Berlin
UK-N-0611,United Kingdom,Computing,Webcam HD Pro,46.99,GBP,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | Warehouse A-12 | Promo margin 12%
GH-O-0612,Ghana,Kitchen Appliances,Coffee Maker Drip,524.7,GHS,"12-cup, programmable, thermal carafe",Bulk discount applies 15% | Pacific Imports Inc | Warehouse A-12
GE-P-0613,Germany,Computing,Webcam HD Pro,50.92,EUR,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | Promo margin 12% | Acme Electronics Ltd
KE-Q-0614,Kenya,Lighting,LED Desk Lamp,3624.26,KES,"Dimmable, USB port, 5 brightness levels",Africa Direct Trading | Warehouse A-12 | Target margin 18%
NI-R-0615,Nigeria,Computing,Mechanical Keyboard,125885.0,NGN,"Cherry MX, RGB, wired, UK layout",Target margin 18% | EuroTech Suppliers | Backorder until 02/15
SA-S-0616,South Africa,Personal Care,Electric Toothbrush,845.01,ZAR,"Sonic, 3 modes, 2-week battery",Low stock alert | Nordic Wholesale | Margin 22%
US-T-0617,United States,Wearables,Fitness Tracker Band,28.08,USD,"Steps, sleep, HR, 14-day battery",EuroTech Suppliers | Stock in WH3 Berlin | Promo margin 12%
GE-U-0618,Germany,Computing,Webcam HD Pro,53.48,EUR,"1080p 60fps, built-in mic, auto-focus",Target margin 18% | Nordic Wholesale | Backorder until 02/15
US-V-0619,United States,Solar & Power,Solar Inverter TS-9000-X,1285.89,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | Promo margin 12% | Fulfilled from NL depot
GH-W-0620,Ghana,Kitchen Appliances,Smart Kettle Pro,572.54,GHS,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Global Sourcing Co | Stock in WH3 Berlin
SA-X-0621,South Africa,Audio,Wireless Bluetooth Earbuds,641.07,ZAR,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Margin 22% | Acme Electronics Ltd
CA-Y-0622,Canada,Wearables,Smart Watch Sport,118.85,CAD,"GPS, heart rate, 5ATM, 7-day battery",Bulk discount applies 15% | Backorder until 02/15 | Pacific Imports Inc
GE-Z-0623,Germany,Wearables,Smart Watch Sport,81.08,EUR,"GPS, heart rate, 5ATM, 7-day battery",Promo margin 12% | Low stock alert | Acme Electronics Ltd
UK-A-0624,United Kingdom,Computing,Webcam HD Pro,47.0,GBP,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Bulk discount applies 15% | Stock in WH3 Berlin
SA-B-0625,South Africa,Audio,Bluetooth Speaker,827.61,ZAR,"20W, waterproof IPX7, 15h playback",Stock in WH3 Berlin | Africa Direct Trading | VIP margin 25%
FR-C-0626,France,Computing,"Tablet 10""",185.61,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",EuroTech Suppliers | Low stock alert | VIP margin 25%
GE-D-0627,Germany,Kitchen Appliances,Smart Kettle Pro,43.37,EUR,"1.7L, 3000W, boil-dry protection, LED display",Acme Electronics Ltd | Warehouse A-12 | Target margin 18%
CA-E-0628,Canada,Wearables,Fitness Tracker Band,40.62,CAD,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | VIP margin 25% | Pacific Imports Inc
US-F-0629,United States,Solar & Power,Solar Inverter TS-9000-X,1166.94,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Margin 22% | Acme Electronics Ltd | Warehouse A-12
KE-G-0630,Kenya,Power & Batteries,Portable Power Bank 20K,3612.49,KES,"20000mAh, dual USB, 18W PD",Margin 22% | Warehouse A-12 | Nordic Wholesale
NE-H-0631,Netherlands,Computing,"Tablet 10""",176.47,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",EuroTech Suppliers | Stock in WH3 Berlin | Margin 22%
CA-I-0632,Canada,Audio,Bluetooth Speaker,62.74,CAD,"20W, waterproof IPX7, 15h playback",Fulfilled from NL depot | VIP margin 25% | Acme Electronics Ltd
SA-J-0633,South Africa,Home Appliances,Electric Fan Tower,966.7,ZAR,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | VIP margin 25% | Pacific Imports Inc
FR-K-0634,France,Audio,Bluetooth Speaker,45.56,EUR,"20W, waterproof IPX7, 15h playback",Acme Electronics Ltd | Backorder until 02/15 | Margin 22%
GH-L-0635,Ghana,Computing,Mechanical Keyboard,929.04,GHS,"Cherry MX, RGB, wired, UK layout",Margin 22% | Low stock alert | Acme Electronics Ltd
GH-M-0636,Ghana,Solar & Power,Solar Inverter TS-9000-X,15250.29,GHS,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | Margin 22% | Global Sourcing Co
US-N-0637,United States,Audio,Bluetooth Speaker,45.78,USD,"20W, waterproof IPX7, 15h playback",Low stock alert | Promo margin 12% | Africa Direct Trading
CA-O-0638,Canada,Audio,Wireless Bluetooth Earbuds,45.61,CAD,"ANC, 24h battery, IPX5, USB-C",EuroTech Suppliers | Target margin 18% | Backorder until 02/15
GH-P-0639,Ghana,Home Appliances,Electric Fan Tower,645.24,GHS,"Oscillating, 3 speeds, remote, timer",EuroTech Suppliers | Bulk discount applies 15% | Stock in WH3 Berlin
