Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
NI-A-0000,Nigeria,Kitchen Appliances,Smart Kettle Pro,69028.1,NGN,"1.7L, 3000W, boil-dry protection, LED display",Nordic Wholesale | Promo margin 12% | Backorder until 02/15
GE-G-0552,Germany,Computing,Webcam HD Pro,57.95,EUR,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Low stock alert | Promo margin 12%
KE-H-0553,Kenya,TV & Display,LED TV 55 inch,58821.32,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Backorder until 02/15 | Africa Direct Trading | Target margin 18%
UK-I-0554,United Kingdom,Power & Batteries,Portable Power Bank 20K,20.42,GBP,"20000mAh, dual USB, 18W PD",EuroTech Suppliers | Stock in WH3 Berlin | VIP margin 25%
GH-J-0555,Ghana,Power & Batteries,Portable Power Bank 20K,347.86,GHS,"20000mAh, dual USB, 18W PD",Target margin 18% | Warehouse A-12 | Global Sourcing Co
US-K-0556,United States,Computing,Mechanical Keyboard,78.15,USD,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | Bulk discount applies 15% | Pacific Imports Inc
NI-L-0557,Nigeria,Home Appliances,Electric Fan Tower,81778.57,NGN,"Oscillating, 3 speeds, remote, timer",Target margin 18% | Africa Direct Trading | Low stock alert
NI-M-0558,Nigeria,Home Appliances,Electric Fan Tower,81345.08,NGN,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Target margin 18% | Acme Electronics Ltd
NE-N-0559,Netherlands,Kitchen Appliances,Smart Kettle Pro,42.37,EUR,"1.7L, 3000W, boil-dry protection, LED display",Pacific Imports Inc | Low stock alert | Bulk discount applies 15%
UK-O-0560,United Kingdom,Home Appliances,Air Purifier Compact,78.01,GBP,"HEPA H13, 3 speeds, 25m² coverage",Pacific Imports Inc | Promo margin 12% | Warehouse A-12
CA-P-0561,Canada,Kitchen Appliances,Coffee Maker Drip,57.64,CAD,"12-cup, programmable, thermal carafe",Warehouse A-12 | Pacific Imports Inc | Margin 22%
SA-Q-0562,South Africa,Computing,Webcam HD Pro,978.66,ZAR,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | Global Sourcing Co | Margin 22%
CD-R-0563,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,789137.3,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | Global Sourcing Co | Margin 22%
GH-S-0564,Ghana,Audio,Bluetooth Speaker,598.48,GHS,"20W, waterproof IPX7, 15h playback",EuroTech Suppliers | Stock in WH3 Berlin | Bulk discount applies 15%
NE-T-0565,Netherlands,Personal Care,Electric Toothbrush,41.16,EUR,"Sonic, 3 modes, 2-week battery",Target margin 18% | Nordic Wholesale | Warehouse A-12
CD-U-0566,Côte d'Ivoire,TV & Display,LED TV 55 inch,298891.05,XOF,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Target margin 18% | Nordic Wholesale | Warehouse A-12
NE-V-0567,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1116.06,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Low stock alert | Bulk discount applies 15%
UK-W-0568,United Kingdom,Lighting,LED Desk Lamp,21.28,GBP,"Dimmable, USB port, 5 brightness levels",Margin 22% | Global Sourcing Co | Fulfilled from NL depot
CD-X-0569,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,22203.11,XOF,"ANC, 24h battery, IPX5, USB-C",Promo margin 12% | Fulfilled from NL depot | EuroTech Suppliers
SA-Y-0570,South Africa,Computing,Webcam HD Pro,1115.15,ZAR,"1080p 60fps, built-in mic, auto-focus",Target margin 18% | Backorder until 02/15 | Global Sourcing Co
NI-Z-0571,Nigeria,Wearables,Smart Watch Sport,157754.11,NGN,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Bulk discount applies 15% | Global Sourcing Co
UK-A-0572,United Kingdom,Home Appliances,Air Purifier Compact,76.69,GBP,"HEPA H13, 3 speeds, 25m² coverage",Target margin 18% | Fulfilled from NL depot | Acme Electronics Ltd
UK-B-0573,United Kingdom,Wearables,Smart Watch Sport,80.8,GBP,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Margin 22% | Fulfilled from NL depot
NI-C-0574,Nigeria,Audio,Bluetooth Speaker,83386.31,NGN,"20W, waterproof IPX7, 15h playback",Backorder until 02/15 | EuroTech Suppliers | Margin 22%
KE-D-0575,Kenya,Personal Care,Electric Toothbrush,5857.57,KES,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | Margin 22% | Acme Electronics Ltd
GH-E-0576,Ghana,Audio,Wireless Bluetooth Earbuds,419.0,GHS,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Global Sourcing Co | Low stock alert
CD-F-0577,Côte d'Ivoire,Computing,Mechanical Keyboard,50047.31,XOF,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Backorder until 02/15 | Pacific Imports Inc
CA-G-0578,Canada,Wearables,Fitness Tracker Band,38.31,CAD,"Steps, sleep, HR, 14-day battery",EuroTech Suppliers | Promo margin 12% | Low stock alert
US-H-0579,United States,Computing,"Tablet 10""",195.19,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | Africa Direct Trading | VIP margin 25%
SA-I-0580,South Africa,Personal Care,Electric Toothbrush,759.75,ZAR,"Sonic, 3 modes, 2-week battery",Global Sourcing Co | Fulfilled from NL depot | VIP margin 25%
CA-J-0581,Canada,Power & Batteries,Portable Power Bank 20K,36.13,CAD,"20000mAh, dual USB, 18W PD",Pacific Imports Inc | Warehouse A-12 | VIP margin 25%
CD-K-0582,Côte d'Ivoire,Computing,Mechanical Keyboard,44693.44,XOF,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Stock in WH3 Berlin | Nordic Wholesale
CA-L-0583,Canada,TV & Display,LED TV 55 inch,661.05,CAD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Global Sourcing Co | Target margin 18% | Fulfilled from NL depot
US-M-0584,United States,Kitchen Appliances,Coffee Maker Drip,39.35,USD,"12-cup, programmable, thermal carafe",Margin 22% | Pacific Imports Inc | Fulfilled from NL depot
FR-N-0585,France,Home Appliances,Air Purifier Compact,97.16,EUR,"HEPA H13, 3 speeds, 25m² coverage",Pacific Imports Inc | Margin 22% | Backorder until 02/15
KE-O-0586,Kenya,Personal Care,Electric Toothbrush,5839.97,KES,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Backorder until 02/15 | Target margin 18%
SA-P-0587,South Africa,Lighting,LED Desk Lamp,494.15,ZAR,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Low stock alert | VIP margin 25%
GH-Q-0588,Ghana,Computing,Mechanical Keyboard,1058.34,GHS,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | Acme Electronics Ltd | Margin 22%
GH-R-0589,Ghana,Computing,Mechanical Keyboard,986.97,GHS,"Cherry MX, RGB, wired, UK layout",Margin 22% | Africa Direct Trading | Backorder until 02/15
FR-S-0590,France,Personal Care,Electric Toothbrush,39.59,EUR,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Bulk discount applies 15% | Acme Electronics Ltd
CD-T-0591,Côte d'Ivoire,Lighting,LED Desk Lamp,17940.29,XOF,"Dimmable, USB port, 5 brightness levels",Backorder until 02/15 | Nordic Wholesale | Target margin 18%
FR-U-0592,France,Power & Batteries,Portable Power Bank 20K,25.32,EUR,"20000mAh, dual USB, 18W PD",Stock in WH3 Berlin | Bulk discount applies 15% | Nordic Wholesale
US-V-0593,United States,Computing,Webcam HD Pro,62.44,USD,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | Target margin 18% | Nordic Wholesale
GH-W-0594,Ghana,Solar & Power,Solar Inverter TS-9000-X,14555.83,GHS,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Low stock alert | VIP margin 25% | Global Sourcing Co
CD-X-0595,Côte d'Ivoire,Home Appliances,Electric Fan Tower,34125.67,XOF,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Stock in WH3 Berlin | Acme Electronics Ltd
FR-Y-0596,France,Home Appliances,Electric Fan Tower,54.83,EUR,"Oscillating, 3 speeds, remote, timer",Pacific Imports Inc | Margin 22% | Backorder until 02/15
CD-Z-0597,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,728045.38,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | Low stock alert | Bulk discount applies 15%
NI-A-0598,Nigeria,Audio,Bluetooth Speaker,79650.1,NGN,"20W, waterproof IPX7, 15h playback",Acme Electronics Ltd | Backorder until 02/15 | VIP margin 25%
US-B-0599,United States,Wearables,Smart Watch Sport,85.0,USD,"GPS, heart rate, 5ATM, 7-day battery",Target margin 18% | Acme Electronics Ltd | Fulfilled from NL depot
GH-C-0600,Ghana,Computing,Webcam HD Pro,697.67,GHS,"1080p 60fps, built-in mic, auto-focus",VIP margin 25% | Global Sourcing Co | Backorder until 02/15
NI-D-0601,Nigeria,TV & Display,LED TV 55 inch,686788.09,NGN,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Fulfilled from NL depot | Margin 22% | Nordic Wholesale
US-E-0602,United States,Solar & Power,Solar Inverter TS-9000-X,1334.73,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Stock in WH3 Berlin | EuroTech Suppliers | VIP margin 25%
NI-F-0603,Nigeria,Home Appliances,Air Purifier Compact,158521.63,NGN,"HEPA H13, 3 speeds, 25m² coverage",Target margin 18% | Africa Direct Trading | Stock in WH3 Berlin
SA-G-0604,South Africa,Personal Care,Electric Toothbrush,757.64,ZAR,"Sonic, 3 modes, 2-week battery",Nordic Wholesale | Low stock alert | Margin 22%
GE-H-0605,Germany,Home Appliances,Electric Fan Tower,47.59,EUR,"Oscillating, 3 speeds, remote, timer",Global Sourcing Co | Margin 22% | Stock in WH3 Berlin
CA-I-0606,Canada,TV & Display,LED TV 55 inch,666.64,CAD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Stock in WH3 Berlin | Promo margin 12% | Pacific Imports Inc
KE-J-0607,Kenya,Wearables,Fitness Tracker Band,4025.31,KES,"Steps, sleep, HR, 14-day battery",Pacific Imports Inc | Fulfilled from NL depot | Target margin 18%
US-K-0608,United States,Solar & Power,Solar Inverter TS-9000-X,1250.96,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",EuroTech Suppliers | Warehouse A-12 | Bulk discount applies 15%
NI-L-0609,Nigeria,Audio,Wireless Bluetooth Earbuds,59601.79,NGN,"ANC, 24h battery, IPX5, USB-C",Margin 22% | Fulfilled from NL depot | EuroTech Suppliers
KE-M-0610,Kenya,Wearables,Smart Watch Sport,13055.94,KES,"GPS, heart rate, 5ATM, 7-day battery",Warehouse A-12 | VIP margin 25% | Africa Direct Trading
CA-N-0611,Canada,Solar & Power,Solar Inverter TS-9000-X,1830.32,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | VIP margin 25% | Warehouse A-12
FR-O-0612,France,Power & Batteries,Portable Power Bank 20K,23.2,EUR,"20000mAh, dual USB, 18W PD",Warehouse A-12 | Global Sourcing Co | VIP margin 25%
KE-P-0613,Kenya,TV & Display,LED TV 55 inch,60688.84,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Fulfilled from NL depot | Bulk discount applies 15% | Pacific Imports Inc
SA-Q-0614,South Africa,Power & Batteries,Portable Power Bank 20K,486.59,ZAR,"20000mAh, dual USB, 18W PD",Margin 22% | Warehouse A-12 | EuroTech Suppliers
GH-R-0615,Ghana,Wearables,Smart Watch Sport,1116.24,GHS,"GPS, heart rate, 5ATM, 7-day battery",VIP margin 25% | Fulfilled from NL depot | Global Sourcing Co
CA-S-0616,Canada,Computing,Mechanical Keyboard,107.48,CAD,"Cherry MX, RGB, wired, UK layout",Pacific Imports Inc | Low stock alert | Target margin 18%
UK-T-0617,United Kingdom,Wearables,Fitness Tracker Band,23.48,GBP,"Steps, sleep, HR, 14-day battery",Low stock alert | VIP margin 25% | Acme Electronics Ltd
GE-U-0618,Germany,Computing,"Tablet 10""",188.03,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | VIP margin 25% | Nordic Wholesale
FR-V-0619,France,Computing,"Tablet 10""",204.52,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Nordic Wholesale | Low stock alert | VIP margin 25%
GH-W-0620,Ghana,TV & Display,LED TV 55 inch,5855.58,GHS,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Margin 22% | Stock in WH3 Berlin | Acme Electronics Ltd
FR-X-0621,France,TV & Display,LED TV 55 inch,429.63,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Fulfilled from NL depot | Promo margin 12% | Pacific Imports Inc
SA-Y-0622,South Africa,Personal Care,Electric Toothbrush,852.25,ZAR,"Sonic, 3 modes, 2-week battery",Low stock alert | VIP margin 25% | Pacific Imports Inc
CD-Z-0623,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,746041.38,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Warehouse A-12 | VIP margin 25% | Acme Electronics Ltd
KE-A-0624,Kenya,Home Appliances,Air Purifier Compact,13632.07,KES,"HEPA H13, 3 speeds, 25m² coverage",Acme Electronics Ltd | Warehouse A-12 | Target margin 18%
NI-B-0625,Nigeria,Computing,"Tablet 10""",311099.0,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | Nordic Wholesale | Target margin 18%
NE-C-0626,Netherlands,Computing,Webcam HD Pro,48.5,EUR,"1080p 60fps, built-in mic, auto-focus",VIP margin 25% | Nordic Wholesale | Low stock alert
NE-D-0627,Netherlands,Home Appliances,Air Purifier Compact,87.8,EUR,"HEPA H13, 3 speeds, 25m² coverage",Target margin 18% | Stock in WH3 Berlin | Acme Electronics Ltd
GE-E-0628,Germany,Solar & Power,Solar Inverter TS-9000-X,1125.41,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Promo margin 12% | Fulfilled from NL depot | Acme Electronics Ltd
CD-F-0629,Côte d'Ivoire,Home Appliances,Air Purifier Compact,62366.9,XOF,"HEPA H13, 3 speeds, 25m² coverage",Target margin 18% | Africa Direct Trading | Warehouse A-12
NE-G-0630,Netherlands,Computing,Mechanical Keyboard,69.05,EUR,"Cherry MX, RGB, wired, UK layout",Promo margin 12% | Fulfilled from NL depot | Nordic Wholesale
GH-H-0631,Ghana,Home Appliances,Electric Fan Tower,678.13,GHS,"Oscillating, 3 speeds, remote, timer",Global Sourcing Co | Target margin 18% | Backorder until 02/15
NI-I-0632,Nigeria,Computing,"Tablet 10""",306830.77,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | Global Sourcing Co | Fulfilled from NL depot
KE-J-0633,Kenya,Audio,Bluetooth Speaker,6737.77,KES,"20W, waterproof IPX7, 15h playback",Margin 22% | Low stock alert | Nordic Wholesale
UK-K-0634,United Kingdom,Computing,Webcam HD Pro,49.63,GBP,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Nordic Wholesale | Fulfilled from NL depot
CD-L-0635,Côte d'Ivoire,Wearables,Smart Watch Sport,60620.85,XOF,"GPS, heart rate, 5ATM, 7-day battery",Target margin 18% | Acme Electronics Ltd | Backorder until 02/15
CA-M-0636,Canada,Computing,Mechanical Keyboard,98.44,CAD,"Cherry MX, RGB, wired, UK layout",Margin 22% | Backorder until 02/15 | Nordic Wholesale
US-N-0637,United States,Computing,Mechanical Keyboard,83.98,USD,"Cherry MX, RGB, wired, UK layout",Pacific Imports Inc | Target margin 18% | Warehouse A-12
CD-O-0638,Côte d'Ivoire,Kitchen Appliances,Coffee Maker Drip,23500.85,XOF,"12-cup, programmable, thermal carafe",VIP margin 25% | Stock in WH3 Berlin | Pacific Imports Inc
CA-P-0639,Canada,Lighting,LED Desk Lamp,38.92,CAD,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | Acme Electronics Ltd | Target margin 18%
FR-Q-0640,France,Wearables,Smart Watch Sport,90.08,EUR,"GPS, heart rate, 5ATM, 7-day battery",Promo margin 12% | Low stock alert | Acme Electronics Ltd
NE-R-0641,Netherlands,Computing,"Tablet 10""",192.23,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Nordic Wholesale | Target margin 18% | Fulfilled from NL depot
CD-S-0642,Côte d'Ivoire,TV & Display,LED TV 55 inch,274018.42,XOF,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Fulfilled from NL depot | Nordic Wholesale | VIP margin 25%
KE-T-0643,Kenya,Home Appliances,Air Purifier Compact,11852.53,KES,"HEPA H13, 3 speeds, 25m² coverage",Promo margin 12% | Pacific Imports Inc | Warehouse A-12
CA-U-0644,Canada,TV & Display,LED TV 55 inch,693.81,CAD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Africa Direct Trading | Stock in WH3 Berlin | Promo margin 12%
US-V-0645,United States,Solar & Power,Solar Inverter TS-9000-X,1370.35,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | Warehouse A-12 | Promo margin 12%
CA-W-0646,Canada,Home Appliances,Air Purifier Compact,147.04,CAD,"HEPA H13, 3 speeds, 25m² coverage",Target margin 18% | Pacific Imports Inc | Low stock alert
NE-X-0647,Netherlands,Personal Care,Electric Toothbrush,43.35,EUR,"Sonic, 3 modes, 2-week battery",Bulk discount applies 15% | Global Sourcing Co | Low stock alert
US-Y-0648,United States,Power & Batteries,Portable Power Bank 20K,26.0,USD,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Low stock alert | Target margin 18%
GH-Z-0649,Ghana,Computing,Webcam HD Pro,768.45,GHS,"1080p 60fps, built-in mic, auto-focus",Pacific Imports Inc | Stock in WH3 Berlin | VIP margin 25%
GE-A-0650,Germany,Computing,Mechanical Keyboard,78.52,EUR,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Pacific Imports Inc | Stock in WH3 Berlin
US-B-0651,United States,Computing,"Tablet 10""",228.85,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | EuroTech Suppliers | Low stock alert
CA-C-0652,Canada,Computing,Webcam HD Pro,72.31,CAD,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | Low stock alert | Africa Direct Trading
NI-D-0653,Nigeria,Wearables,Fitness Tracker Band,47345.03,NGN,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Margin 22% | Nordic Wholesale
NI-E-0654,Nigeria,Home Appliances,Electric Fan Tower,78086.62,NGN,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Africa Direct Trading | Margin 22%
NI-F-0655,Nigeria,Solar & Power,Solar Inverter TS-9000-X,1770349.12,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Africa Direct Trading | Warehouse A-12 | Bulk discount applies 15%
CD-G-0656,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,20735.22,XOF,"ANC, 24h battery, IPX5, USB-C",Global Sourcing Co | Fulfilled from NL depot | Target margin 18%
NE-H-0657,Netherlands,Wearables,Fitness Tracker Band,26.98,EUR,"Steps, sleep, HR, 14-day battery",EuroTech Suppliers | Warehouse A-12 | VIP margin 25%
KE-I-0658,Kenya,Audio,Wireless Bluetooth Earbuds,4397.85,KES,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Africa Direct Trading | Fulfilled from NL depot
UK-J-0659,United Kingdom,Power & Batteries,Portable Power Bank 20K,19.5,GBP,"20000mAh, dual USB, 18W PD",Warehouse A-12 | VIP margin 25% | Global Sourcing Co
US-K-0660,United States,Wearables,Fitness Tracker Band,31.79,USD,"Steps, sleep, HR, 14-day battery",Target margin 18% | Stock in WH3 Berlin | Nordic Wholesale
FR-L-0661,France,Solar & Power,Solar Inverter TS-9000-X,1113.13,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Africa Direct Trading | Stock in WH3 Berlin | Bulk discount applies 15%
NI-M-0662,Nigeria,Lighting,LED Desk Lamp,49086.64,NGN,"Dimmable, USB port, 5 brightness levels",Margin 22% | Pacific Imports Inc | Fulfilled from NL depot
SA-N-0663,South Africa,Wearables,Smart Watch Sport,1756.12,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Target margin 18% | Global Sourcing Co
UK-O-0664,United Kingdom,Computing,Webcam HD Pro,43.15,GBP,"1080p 60fps, built-in mic, auto-focus",Pacific Imports Inc | Warehouse A-12 | VIP margin 25%
FR-P-0665,France,Home Appliances,Electric Fan Tower,46.64,EUR,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Margin 22% | Stock in WH3 Berlin
NI-Q-0666,Nigeria,Solar & Power,Solar Inverter TS-9000-X,1899469.19,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | Margin 22% | Backorder until 02/15
CA-R-0667,Canada,Personal Care,Electric Toothbrush,59.72,CAD,"Sonic, 3 modes, 2-week battery",Margin 22% | Stock in WH3 Berlin | Africa Direct Trading
SA-S-0668,South Africa,Power & Batteries,Portable Power Bank 20K,459.9,ZAR,"20000mAh, dual USB, 18W PD",EuroTech Suppliers | Target margin 18% | Backorder until 02/15
SA-T-0669,South Africa,Home Appliances,Air Purifier Compact,1949.56,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Bulk discount applies 15% | Pacific Imports Inc
KE-U-0670,Kenya,Computing,Mechanical Keyboard,10067.45,KES,"Cherry MX, RGB, wired, UK layout",VIP margin 25% | Nordic Wholesale | Low stock alert
NE-V-0671,Netherlands,Audio,Wireless Bluetooth Earbuds,32.16,EUR,"ANC, 24h battery, IPX5, USB-C",Acme Electronics Ltd | Stock in WH3 Berlin | Promo margin 12%
NE-W-0672,Netherlands,TV & Display,LED TV 55 inch,414.12,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Global Sourcing Co | Margin 22% | Backorder until 02/15
US-X-0673,United States,Kitchen Appliances,Smart Kettle Pro,50.74,USD,"1.7L, 3000W, boil-dry protection, LED display",Promo margin 12% | Pacific Imports Inc | Fulfilled from NL depot
FR-Y-0674,France,Solar & Power,Solar Inverter TS-9000-X,1108.2,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Bulk discount applies 15% | Fulfilled from NL depot | EuroTech Suppliers
CD-Z-0675,Côte d'Ivoire,Home Appliances,Air Purifier Compact,57716.14,XOF,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Pacific Imports Inc | Warehouse A-12
US-A-0676,United States,Home Appliances,Air Purifier Compact,99.16,USD,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Nordic Wholesale | Stock in WH3 Berlin
NI-B-0677,Nigeria,Home Appliances,Electric Fan Tower,85095.28,NGN,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Acme Electronics Ltd | Backorder until 02/15
NI-C-0678,Nigeria,Power & Batteries,Portable Power Bank 20K,39086.16,NGN,"20000mAh, dual USB, 18W PD",Nordic Wholesale | Fulfilled from NL depot | Margin 22%
GE-D-0679,Germany,Lighting,LED Desk Lamp,28.78,EUR,"Dimmable, USB port, 5 brightness levels",Target margin 18% | Fulfilled from NL depot | EuroTech Suppliers
FR-E-0680,France,TV & Display,LED TV 55 inch,444.63,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",VIP margin 25% | Stock in WH3 Berlin | Acme Electronics Ltd
FR-F-0681,France,Computing,Mechanical Keyboard,73.12,EUR,"Cherry MX, RGB, wired, UK layout",Target margin 18% | Fulfilled from NL depot | Global Sourcing Co
US-G-0682,United States,Home Appliances,Air Purifier Compact,94.38,USD,"HEPA H13, 3 speeds, 25m² coverage",Target margin 18% | Backorder until 02/15 | EuroTech Suppliers
US-H-0683,United States,Computing,Webcam HD Pro,53.55,USD,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | Stock in WH3 Berlin | Target margin 18%
SA-I-0684,South Africa,Home Appliances,Electric Fan Tower,946.46,ZAR,"Oscillating, 3 speeds, remote, timer",Low stock alert | Africa Direct Trading | Target margin 18%
GH-J-0685,Ghana,Lighting,LED Desk Lamp,380.24,GHS,"Dimmable, USB port, 5 brightness levels",EuroTech Suppliers | Warehouse A-12 | Bulk discount applies 15%
FR-K-0686,France,Home Appliances,Air Purifier Compact,86.37,EUR,"HEPA H13, 3 speeds, 25m² coverage",Acme Electronics Ltd | Warehouse A-12 | Bulk discount applies 15%
NE-L-0687,Netherlands,Kitchen Appliances,Coffee Maker Drip,35.09,EUR,"12-cup, programmable, thermal carafe",Fulfilled from NL depot | Bulk discount applies 15% | Pacific Imports Inc
FR-M-0688,France,Power & Batteries,Portable Power Bank 20K,24.43,EUR,"20000mAh, dual USB, 18W PD",Target margin 18% | Warehouse A-12 | Acme Electronics Ltd
GE-N-0689,Germany,Wearables,Smart Watch Sport,89.87,EUR,"GPS, heart rate, 5ATM, 7-day battery",VIP margin 25% | Global Sourcing Co | Stock in WH3 Berlin
CD-O-0690,Côte d'Ivoire,Computing,Mechanical Keyboard,48809.72,XOF,"Cherry MX, RGB, wired, UK layout",Pacific Imports Inc | Bulk discount applies 15% | Warehouse A-12
GH-P-0691,Ghana,Personal Care,Electric Toothbrush,538.52,GHS,"Sonic, 3 modes, 2-week battery",Global Sourcing Co | VIP margin 25% | Low stock alert
US-Q-0692,United States,TV & Display,LED TV 55 inch,496.62,USD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Margin 22% | Fulfilled from NL depot | Acme Electronics Ltd
CD-R-0693,Côte d'Ivoire,Lighting,LED Desk Lamp,17115.49,XOF,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Warehouse A-12 | VIP margin 25%
FR-S-0694,France,Solar & Power,Solar Inverter TS-9000-X,1148.79,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Low stock alert | Target margin 18% | EuroTech Suppliers
SA-T-0695,South Africa,Wearables,Fitness Tracker Band,543.45,ZAR,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | Warehouse A-12 | Bulk discount applies 15%
NE-U-0696,Netherlands,Kitchen Appliances,Coffee Maker Drip,35.65,EUR,"12-cup, programmable, thermal carafe",Warehouse A-12 | Promo margin 12% | EuroTech Suppliers
SA-V-0697,South Africa,Wearables,Fitness Tracker Band,582.39,ZAR,"Steps, sleep, HR, 14-day battery",Margin 22% | Global Sourcing Co | Low stock alert
NE-W-0698,Netherlands,Computing,"Tablet 10""",198.53,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Margin 22% | Global Sourcing Co | Fulfilled from NL depot
NI-X-0699,Nigeria,Kitchen Appliances,Smart Kettle Pro,74796.92,NGN,"1.7L, 3000W, boil-dry protection, LED display",Margin 22% | Nordic Wholesale | Warehouse A-12
GE-Y-0700,Germany,Lighting,LED Desk Lamp,28.48,EUR,"Dimmable, USB port, 5 brightness levels",Margin 22% | Global Sourcing Co | Low stock alert
CA-Z-0701,Canada,Wearables,Fitness Tracker Band,43.53,CAD,"Steps, sleep, HR, 14-day battery",Low stock alert | Margin 22% | Acme Electronics Ltd
SA-A-0702,South Africa,Computing,Webcam HD Pro,1018.34,ZAR,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | Africa Direct Trading | Margin 22%
